order_id,farmer_id,crop,review_text,star_rating,predicted_sentiment_proba
ORD-000157,FARM-0068,Elephant Yam (Suran),"Best Elephant Yam I've bought locally, well worth the price.",5,0.7228578531920824
ORD-001027,FARM-0050,Tomato,"The Tomato arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-000410,FARM-0110,Tomato,"Average Tomato, arrived on time.",3,0.26011165671536535
ORD-003958,FARM-0006,Potato,"Not fresh at all, the Potato looked days old when it arrived.",1,0.14577451529314275
ORD-005937,FARM-0121,Bhindi (Ladies finger),"The Bhindi was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-004956,FARM-0110,Tomato,"Excellent produce, the Tomato lasted much longer than store-bought.",5,0.8794160708567669
ORD-004756,FARM-0132,Methi,"Not fresh at all, the Methi looked days old when it arrived.",1,0.14524165358573432
ORD-005447,FARM-0046,Peas,"Overpriced for the quality of Peas received, wouldn't order again.",2,0.23221460772009603
ORD-002181,FARM-0021,Bhindi (Ladies finger),"Quality was inconsistent, some of the Bhindi was already going bad.",1,0.004311618485552403
ORD-005808,FARM-0104,Potato,"The Potato was incredibly fresh and flavorful, will definitely order again.",4,0.6635433067007938
ORD-000810,FARM-0068,Elephant Yam (Suran),"The Elephant Yam was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-004915,FARM-0084,Bhindi (Ladies finger),"The Bhindi was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-004953,FARM-0103,Onion,"Best Onion I've bought locally, well worth the price.",5,0.7228578531920824
ORD-003733,FARM-0107,Tomato,Packaging was poor and the Tomato was damaged in transit.,2,0.07701662428970582
ORD-005163,FARM-0000,Tomato,"Great quality Tomato, arrived quickly and tasted like it was picked yesterday.",5,0.6494034374505385
ORD-002977,FARM-0040,Methi,Packaging was poor and the Methi was damaged in transit.,2,0.07701662428970582
ORD-003795,FARM-0111,Methi,"Best Methi I've bought locally, well worth the price.",4,0.7228578531920824
ORD-002168,FARM-0142,Bhindi (Ladies finger),"Best Bhindi I've bought locally, well worth the price.",4,0.7228578531920824
ORD-003077,FARM-0144,Brinjal,"Quality was inconsistent, some of the Brinjal was already going bad.",1,0.004311618485552403
ORD-001694,FARM-0060,Bhindi (Ladies finger),"Best Bhindi I've bought locally, well worth the price.",5,0.7228578531920824
ORD-001024,FARM-0123,Methi,"Overpriced for the quality of Methi received, wouldn't order again.",2,0.23221460772009603
ORD-003946,FARM-0077,Onion,Really impressed with this farmer's Onion - consistent quality every time.,4,0.2710501505934448
ORD-002124,FARM-0090,Onion,"Excellent produce, the Onion lasted much longer than store-bought.",4,0.8794160708567669
ORD-005294,FARM-0109,Green Chilli,"Not fresh at all, the Green Chilli looked days old when it arrived.",1,0.23111756903562763
ORD-002704,FARM-0017,Methi,"The Methi was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-001033,FARM-0062,Brinjal,"Excellent produce, the Brinjal lasted much longer than store-bought.",5,0.8794160708567669
ORD-005871,FARM-0109,Brinjal,"Overpriced for the quality of Brinjal received, wouldn't order again.",2,0.23221460772009603
ORD-005364,FARM-0002,Methi,"Best Methi I've bought locally, well worth the price.",4,0.7228578531920824
ORD-004159,FARM-0097,Tomato,"Excellent produce, the Tomato lasted much longer than store-bought.",5,0.8794160708567669
ORD-001700,FARM-0021,Green Chilli,"Great quality Green Chilli, arrived quickly and tasted like it was picked yesterday.",5,0.7318699410366252
ORD-002913,FARM-0060,Bhindi (Ladies finger),"The Bhindi arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-004878,FARM-0110,Green Chilli,"The Green Chilli was okay, nothing special but acceptable.",3,0.7111282841333664
ORD-003320,FARM-0110,Peas,"The Peas arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-005026,FARM-0042,Potato,"Excellent produce, the Potato lasted much longer than store-bought.",5,0.7951971498459846
ORD-002582,FARM-0018,Onion,Really impressed with this farmer's Onion - consistent quality every time.,5,0.2710501505934448
ORD-005283,FARM-0056,Bhindi (Ladies finger),"Great quality Bhindi, arrived quickly and tasted like it was picked yesterday.",4,0.6494034374505385
ORD-004250,FARM-0025,Tomato,"Overpriced for the quality of Tomato received, wouldn't order again.",2,0.23221460772009603
ORD-001186,FARM-0069,Onion,"Excellent produce, the Onion lasted much longer than store-bought.",4,0.8794160708567669
ORD-003737,FARM-0126,Potato,"Quality was inconsistent, some of the Potato was already going bad.",2,0.01654784616876438
ORD-000783,FARM-0107,Potato,"The Potato arrived bruised and past its best, disappointed with this order.",1,0.05586740167554912
ORD-004402,FARM-0133,Potato,"Overpriced for the quality of Potato received, wouldn't order again.",1,0.21880918441632605
ORD-000050,FARM-0096,Brinjal,"The Brinjal was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-000712,FARM-0096,Brinjal,"The Brinjal arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-002306,FARM-0066,Potato,"The Potato was incredibly fresh and flavorful, will definitely order again.",4,0.6635433067007938
ORD-003867,FARM-0036,Onion,Decent quality Onion for the price.,3,0.2409231479129211
ORD-002446,FARM-0005,Onion,"Quality was inconsistent, some of the Onion was already going bad.",1,0.004311618485552403
ORD-002240,FARM-0107,Tomato,"The Tomato arrived bruised and past its best, disappointed with this order.",2,0.0430039601799395
ORD-004603,FARM-0052,Methi,Packaging was poor and the Methi was damaged in transit.,1,0.07701662428970582
ORD-004790,FARM-0010,Onion,Packaging was poor and the Onion was damaged in transit.,2,0.07701662428970582
ORD-003103,FARM-0067,Tomato,"The Tomato was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-005566,FARM-0109,Methi,Packaging was poor and the Methi was damaged in transit.,2,0.07701662428970582
ORD-000676,FARM-0088,Elephant Yam (Suran),"Overpriced for the quality of Elephant Yam received, wouldn't order again.",1,0.23221460772009603
ORD-005556,FARM-0107,Elephant Yam (Suran),Packaging was poor and the Elephant Yam was damaged in transit.,2,0.07701662428970582
ORD-003639,FARM-0093,Tomato,"Quality was inconsistent, some of the Tomato was already going bad.",1,0.004311618485552403
ORD-002694,FARM-0017,Methi,Really impressed with this farmer's Methi - consistent quality every time.,5,0.2710501505934448
ORD-002995,FARM-0040,Methi,"Best Methi I've bought locally, well worth the price.",5,0.7228578531920824
ORD-001562,FARM-0074,Methi,"The Methi arrived bruised and past its best, disappointed with this order.",1,0.0430039601799395
ORD-003649,FARM-0110,Tomato,"The Tomato arrived bruised and past its best, disappointed with this order.",1,0.0430039601799395
ORD-002465,FARM-0021,Bhindi (Ladies finger),"Best Bhindi I've bought locally, well worth the price.",4,0.7228578531920824
ORD-000346,FARM-0066,Potato,"Overpriced for the quality of Potato received, wouldn't order again.",2,0.21880918441632605
ORD-001496,FARM-0017,Methi,"Overpriced for the quality of Methi received, wouldn't order again.",1,0.23221460772009603
ORD-002344,FARM-0107,Elephant Yam (Suran),Packaging was poor and the Elephant Yam was damaged in transit.,1,0.07701662428970582
ORD-003905,FARM-0030,Methi,"Average Methi, arrived on time.",3,0.26011165671536535
ORD-003658,FARM-0062,Elephant Yam (Suran),"Best Elephant Yam I've bought locally, well worth the price.",4,0.7228578531920824
ORD-000622,FARM-0086,Tomato,"Not fresh at all, the Tomato looked days old when it arrived.",1,0.14524165358573432
ORD-004096,FARM-0017,Bhindi (Ladies finger),"Quality was inconsistent, some of the Bhindi was already going bad.",1,0.004311618485552403
ORD-001400,FARM-0074,Methi,"Average Methi, arrived on time.",3,0.26011165671536535
ORD-003297,FARM-0116,Tomato,"Excellent produce, the Tomato lasted much longer than store-bought.",4,0.8794160708567669
ORD-003985,FARM-0119,Tomato,Really impressed with this farmer's Tomato - consistent quality every time.,4,0.2710501505934448
ORD-005181,FARM-0120,Methi,"The Methi was okay, nothing special but acceptable.",3,0.5695238452158279
ORD-004617,FARM-0066,Potato,"The Potato arrived bruised and past its best, disappointed with this order.",2,0.05586740167554912
ORD-000324,FARM-0067,Brinjal,"Best Brinjal I've bought locally, well worth the price.",4,0.7228578531920824
ORD-002997,FARM-0137,Bhindi (Ladies finger),"The Bhindi was incredibly fresh and flavorful, will definitely order again.",4,0.7712552649925662
ORD-000037,FARM-0060,Methi,"Excellent produce, the Methi lasted much longer than store-bought.",4,0.8794160708567669
ORD-005374,FARM-0133,Potato,"Best Potato I've bought locally, well worth the price.",4,0.6369308139596224
ORD-004184,FARM-0116,Tomato,Really impressed with this farmer's Tomato - consistent quality every time.,4,0.2710501505934448
ORD-000530,FARM-0062,Elephant Yam (Suran),"The Elephant Yam was incredibly fresh and flavorful, will definitely order again.",5,0.7712552649925662
ORD-002642,FARM-0062,Elephant Yam (Suran),"Excellent produce, the Elephant Yam lasted much longer than store-bought.",4,0.8794160708567669
ORD-003680,FARM-0133,Potato,"Excellent produce, the Potato lasted much longer than store-bought.",5,0.7951971498459846
ORD-002348,FARM-0011,Green Chilli,Really impressed with this farmer's Green Chilli - consistent quality every time.,4,0.3906368014095625
